id,description,genome_fraction,observed_region_hits,fold_enrichment,p_value,p_adjust,mean_tss_dist,observed_gene_hits,gene_set_size,fold_enrichment_hyper,p_value_hyper,p_adjust_hyper
GO:0043485,endosome to pigment granule transport,7.014082255183876e-4,64,3.28621368629669,1.3322676295501878e-15,1.7228539414217275e-14,483926,2,10,0.734385418981996,0.802695333637015,0.9481702949501966
GO:0048757,pigment granule maturation,7.014082255183876e-4,64,3.28621368629669,1.3322676295501878e-15,1.7228539414217275e-14,483926,2,10,0.734385418981996,0.802695333637015,0.9481702949501966
GO:1901976,regulation of cell cycle checkpoint,0.006236878279421897,569,3.285728529881319,0,0,424448,10,45,0.8159837988688844,0.8212867328843997,0.9591170999842781
GO:0071420,cellular response to histamine,3.9578200488840003e-4,36,3.2759188671403034,1.897194845668082e-9,1.8152705227869603e-8,411761,3,6,1.8359635474549898,0.2062513146044942,0.5135129609683073
GO:0001711,endodermal cell fate commitment,0.0029679524723822863,269,3.2642395212996473,0,0,347888,4,13,1.129823721510763,0.49033512107592014,0.7902708207712346
GO:2000678,negative regulation of transcription regulatory region DNA binding,0.001137683064928126,103,3.260638198149258,0,0,464455,4,8,1.8359635474549898,0.14695130213797236,0.436321657938162
GO:0060742,epithelial cell differentiation involved in prostate gland development,0.0026780176796492874,242,3.254532455519215,0,0,337307,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:1905232,cellular response to L-glutamate,9.111880718620799e-4,82,3.241100569818342,0,0,390765,3,7,1.5736830406757056,0.2912039842857842,0.6153775217282969
GO:0006547,L-histidine metabolic process,7.461455773006316e-4,67,3.2339843526693004,6.661338147750939e-16,8.76382300063483e-15,642130,1,8,0.45899088686374745,0.9214459025504853,0.9843284270452602
GO:0060768,regulation of epithelial cell proliferation involved in prostate gland development,0.0017507969402817637,157,3.229613517381959,0,0,342425,2,8,0.9179817737274949,0.6861105375261034,0.8935118840647555
GO:0002513,tolerance induction to self antigen,9.958434652186333e-4,89,3.2187378681476906,0,0,441129,1,5,0.734385418981996,0.7960356057530156,0.9481702949501966
GO:0045743,positive regulation of fibroblast growth factor receptor signaling pathway,0.0022281226248840433,199,3.2166267441562204,0,0,367005,5,9,2.039959497172211,0.068395093448951,0.28596086577650104
GO:0060745,mammary gland branching involved in pregnancy,0.0018444042792683194,163,3.1828645993501414,0,0,436835,3,6,1.8359635474549898,0.2062513146044942,0.5135129609683073
GO:0032815,negative regulation of natural killer cell activation,4.0803726181008575e-4,36,3.1775277859108453,4.099980355221078e-9,3.864384469137479e-8,239460,1,8,0.45899088686374745,0.9214459025504853,0.9843284270452602
GO:0014014,negative regulation of gliogenesis,0.006932173560970789,609,3.163985945558081,0,0,509179,17,38,1.642704226670254,0.015249920382026994,0.11329793789705937
GO:0007628,adult walking behavior,0.0046473590098246925,408,3.1618453238938065,0,0,553946,12,32,1.3769726605912425,0.135060859932713,0.41860580636813866
GO:0030219,megakaryocyte differentiation,0.005963707581715744,523,3.158435620822179,0,0,502561,11,60,0.6731866340668297,0.9598960284575783,0.9991740791473098
GO:0097734,extracellular exosome biogenesis,0.0024448503334195573,214,3.1524497742165707,0,0,571942,6,19,1.1595559247084146,0.41842927427168564,0.7255607723213372
GO:0051971,positive regulation of transmission of nerve impulse,0.0012117054880261405,106,3.1506159772661317,0,0,329494,4,5,2.937541675927984,0.021494623947864833,0.1379223203022182
GO:0051256,mitotic spindle midzone assembly,7.234978960739081e-4,63,3.1361003981041797,1.63202784619898e-14,2.0208344801463842e-13,464425,2,10,0.734385418981996,0.802695333637015,0.9481702949501966
GO:0015866,ADP transport,3.9073753247980477e-4,34,3.133866328038124,1.5009914422492443e-8,1.370423271007804e-7,65952,1,8,0.45899088686374745,0.9214459025504853,0.9843284270452602
GO:0000022,mitotic spindle elongation,7.262949420448508e-4,63,3.124022912119915,1.9317880628477724e-14,2.3881060261436245e-13,464425,2,11,0.6676231081654509,0.8451216800689271,0.9624472891585893
GO:0032527,protein exit from endoplasmic reticulum,0.003630218836583301,314,3.115182703336298,0,0,492694,15,43,1.280904800549993,0.1685864405582691,0.46934167764532086
GO:0060992,response to fungicide,0.0011214993569402512,97,3.1150095757301455,0,0,551975,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:1901983,regulation of protein acetylation,0.0028116381597731647,243,3.1126731919350576,0,0,471802,5,19,0.9662966039236789,0.6218078114264876,0.8586692378619563
GO:0021535,cell migration in hindbrain,0.0038571795378035093,332,3.0999515787131844,0,0,613480,10,16,2.294954434318737,0.0032934910338431322,0.04084791334609371
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,0.0010498837919002328,90,3.08736487573982,0,0,282078,3,10,1.101578128472994,0.5403074698095851,0.8104427893847456
GO:0034063,stress granule assembly,0.0034540832577010937,296,3.0863529524765685,0,0,473586,9,27,1.2239756983033268,0.3014967923435825,0.6308216983377808
GO:0048263,determination of dorsal identity,0.0019283883815918467,165,3.0815989585132093,0,0,332845,5,9,2.039959497172211,0.068395093448951,0.28596086577650104
GO:0050995,negative regulation of lipid catabolic process,0.00263140071297457,225,3.0795141982169087,0,0,358566,7,25,1.0281395865747944,0.5413646608426474,0.8104427893847456
GO:0032627,interleukin-23 production,0.0011001173390153794,94,3.0773403023081625,0,0,284337,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:0032667,regulation of interleukin-23 production,0.0011001173390153794,94,3.0773403023081625,0,0,284337,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:0048262,determination of dorsal/ventral asymmetry,0.0019325839505482608,165,3.074908920068676,0,0,332845,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:0046755,viral budding,0.002343032265985299,200,3.07424451617921,0,0,599652,5,21,0.8742683559309475,0.7160050370096024,0.9181563481787632
GO:0120197,mucociliary clearance,0.0015018990075114516,128,3.0694171829819603,0,0,447844,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:0009744,response to sucrose,8.711497573110198e-4,74,3.059324751869159,3.3306690738754696e-16,4.451465651116104e-15,429395,3,8,1.3769726605912425,0.3777555935744721,0.7094502820588227
GO:0060501,positive regulation of epithelial cell proliferation involved in lung morphogenesis,8.013536706750997e-4,68,3.0561267538902466,5.10702591327572e-15,6.515326998451752e-14,335733,2,5,1.468770837963992,0.41422824546459847,0.7255607723213372
GO:0071242,cellular response to ammonium ion,8.785325601513232e-4,74,3.0336155266315425,4.440892098500626e-16,5.914425364224559e-15,428299,4,5,2.937541675927984,0.021494623947864833,0.1379223203022182
GO:0097475,motor neuron migration,0.0035285154480338516,297,3.0314548677803366,0,0,626593,8,12,2.447951396606653,0.004966773378152434,0.053768869513770204
GO:0048840,otolith development,0.0023918854709137852,201,3.026511701099699,0,0,587366,7,9,2.8559432960410955,0.0023180097767550034,0.030549353196955505
GO:0051255,spindle midzone assembly,7.750362651344993e-4,65,3.020494248031126,3.375077994860476e-14,4.1185734372065514e-13,450834,3,13,0.8473677911330723,0.7308404205342944,0.9256741946864254
GO:0035995,detection of muscle stretch,0.002018258867161223,169,3.0157581910105513,0,0,362692,3,7,1.5736830406757056,0.2912039842857842,0.6153775217282969
GO:0160063,multi-pass transmembrane protein insertion into ER membrane,2.986503879784564e-4,25,3.014835399885641,2.169682546959706e-6,1.7362042598585694e-5,247625,1,6,0.6119878491516633,0.8515993847246888,0.9624472891585893
GO:1901331,positive regulation of odontoblast differentiation,0.0023657484748383106,198,3.0142779884806927,0,0,342331,4,7,2.098244054234274,0.092981088362773745,0.3382672528147381
GO:0030011,maintenance of cell polarity,0.002354821814752823,197,3.0129703398628256,0,0,602693,5,14,1.3114025338964215,0.326569472205008,0.6613424533323224
GO:0045056,transcytosis,0.0017398702801962758,145,3.0014963059427986,0,0,396477,5,18,1.0199797485861055,0.5682871437541714,0.8324917795030178
GO:0140112,extracellular vesicle biogenesis,0.002954666504020308,246,2.9985639748907165,0,0,553527,7,21,1.2239756983033265,0.3394627829707446,0.6792841218252713
GO:0003159,morphogenesis of an endothelium,0.0025481130750978076,212,2.9964279902842827,0,0,345380,2,14,0.5245610135585685,0.9272743399157648,0.9843284270452602
GO:0061154,endothelial tube morphogenesis,0.0025481130750978076,212,2.9964279902842827,0,0,345380,2,14,0.5245610135585685,0.9272743399157648,0.9843284270452602
GO:0043132,NAD transport,4.328694359401155e-4,36,2.9952443610915838,1.7729209100814103e-8,1.6051606519231695e-07,64692,3,5,2.203156256945988,0.12842869369603316,0.4023284997224222
GO:0001702,gastrulation with mouth forming second,0.005315009687519772,442,2.9950556039790666,0,0,362310,10,24,1.5299696228791582,0.09033627772465014,0.3376588174786699
GO:0034285,response to disaccharide,8.935261250785618e-4,74,2.982710790792028,1.1102230246251565e-15,1.4480671395196964e-14,429395,3,9,1.2239756983033268,0.4617352558171126,0.7618179335036097
GO:0090425,acinar cell differentiation,0.0021938308412802854,181,2.9714068346824134,0,0,357037,3,5,2.203156256945988,0.12842869369603316,0.4023284997224222
GO:0051955,regulation of amino acid transport,0.005467156401632188,451,2.970993655720555,0,0,490790,14,37,1.389377819695668,0.10510678255877637,0.37345158909355736
GO:0035666,TRIF-dependent toll-like receptor signaling pathway,0.001225022223893799,101,2.9693684302156442,0,0,328409,2,10,0.734385418981996,0.802695333637015,0.9481702949501966
GO:1905868,regulation of 3'-UTR-mediated mRNA stabilization,0.0017304162648144894,141,2.9346425135887553,0,0,488196,3,8,1.3769726605912425,0.3777555935744721,0.7094502820588227
GO:0071380,cellular response to prostaglandin E stimulus,0.002852456850150118,232,2.929244223163734,0,0,477723,6,15,1.468770837963992,0.2016964286639148,0.5135129609683073
GO:0032490,detection of molecule of bacterial origin,0.0010359503073959816,84,2.9202971400025297,0,0,295658,2,12,0.6119878491516633,0.8790781765662404,0.9762847523119922
GO:1902913,positive regulation of neuroepithelial cell differentiation,0.002469239175763193,199,2.9025292060848593,0,0,340682,5,8,2.294954434318737,0.03901087458757524,0.2003960336471583
GO:0008038,neuron recognition,0.011169689815811153,898,2.895488900728717,0,0,472702,22,44,1.83596354745499,0.0010816170484626575,0.01751387605395303
GO:0014807,regulation of somitogenesis,3.2434684931350753e-4,26,2.8870236733411563,2.9598537776287515e-6,2.3437588220345536e-5,522565,1,5,0.734385418981996,0.7960356057530156,0.9481702949501966
GO:2001032,regulation of double-strand break repair via nonhomologous end joining,0.00277039991250057,221,2.873005712637497,0,0,307866,5,23,0.7982450206326044,0.7921965757214331,0.9481702949501966
GO:0036257,multivesicular body organization,0.0024593166551812734,196,2.870306675704279,0,0,607923,5,28,0.6557012669482107,0.9133271511358331,0.9843284270452602
GO:0036258,multivesicular body assembly,0.0024593166551812734,196,2.870306675704279,0,0,607923,5,28,0.6557012669482107,0.9133271511358331,0.9843284270452602
GO:0060439,trachea morphogenesis,0.003186289880874078,253,2.8597094962353995,0,0,375166,4,11,1.3352462163309018,0.3497226567860505,0.6826888957044541
GO:0010470,regulation of gastrulation,0.0030226291270222753,239,2.847735954932915,0,0,380769,6,15,1.468770837963992,0.2016964286639148,0.5135129609683073
GO:0061550,cranial ganglion development,0.0023015031259317267,181,2.8323941351495194,0,0,380829,3,5,2.203156256945988,0.12842869369603316,0.4023284997224222
GO:0060484,lung-associated mesenchyme development,0.002950729661816206,232,2.831686975005066,0,0,344723,5,9,2.039959497172211,0.068395093448951,0.28596086577650104
GO:0045603,positive regulation of endothelial cell differentiation,0.0021518527753483763,169,2.828530269333013,0,0,353232,2,11,0.6676231081654509,0.8451216800689271,0.9624472891585893
GO:0090659,walking behavior,0.005315900546661517,417,2.825178472794021,0,0,555250,15,38,1.4494449058855183,0.0685157308507951,0.2860673324448073
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,0.001529848489376097,120,2.8250068467396283,0,0,341272,4,16,0.9179817737274949,0.6716902263999734,0.8935118840647555
GO:0140052,cellular response to oxidised low-density lipoprotein particle stimulus,0.0011047128855456382,85,2.7711254484334864,6.661338147750939e-16,8.76382300063483e-15,302116,2,11,0.6676231081654509,0.8451216800689271,0.9624472891585893
GO:0060359,response to ammonium ion,9.695638197986406e-4,74,2.748792767122755,6.161737786669619e-14,7.435294418372989e-13,428299,4,6,2.447951396606653,0.05060607278757212,0.23471567289945247
GO:0032288,myelin assembly,0.004007667603655157,305,2.7409103201970466,0,0,323865,12,23,1.9157880495182504,0.009663678666469888,0.08284090150962535
GO:1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.0024354634471410734,185,2.73575242758718,0,0,323093,5,12,1.5299696228791582,0.2069889583050426,0.5135129609683073
GO:0019068,virion assembly,0.002977090421569356,226,2.7340288586153525,0,0,587530,6,28,0.7868415203378528,0.8151006472673951,0.9571324724710311
GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,0.0016496459683115754,125,2.729015131618146,0,0,457453,5,7,2.622805067792843,0.018824811106170847,0.12828634762820385
GO:0018410,C-terminal protein amino acid modification,0.0017047156079104818,129,2.7253636147137645,0,0,326063,3,11,1.0014346622481765,0.6117767746934103,0.8578912654749562
GO:0016024,CDP-diacylglycerol biosynthetic process,0.0022599991592918926,171,2.7250502398859853,0,0,634226,4,10,1.468770837963992,0.2784000898346768,0.6108036713280778
GO:0046341,CDP-diacylglycerol metabolic process,0.0022599991592918926,171,2.7250502398859853,0,0,634226,4,10,1.468770837963992,0.2784000898346768,0.6108036713280778
GO:1902410,mitotic cytokinetic process,0.0027260121914646942,206,2.721611348993275,0,0,604422,6,28,0.7868415203378528,0.8151006472673951,0.9571324724710311
GO:0051231,spindle elongation,8.353797349116183e-4,63,2.716084608091399,6.767031379695254e-12,7.28417099365492e-11,464425,2,12,0.6119878491516633,0.8790781765662404,0.9762847523119922
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,0.0029059097971778193,219,2.7142426243289726,0,0,472114,8,19,1.546074566277886,0.11742758740955961,0.38875764848826677
GO:0106058,positive regulation of calcineurin-mediated signaling,0.0029059097971778193,219,2.7142426243289726,0,0,472114,8,19,1.546074566277886,0.11742758740955961,0.38875764848826677
GO:1901385,regulation of voltage-gated calcium channel activity,0.002415644977913959,182,2.713469605973474,0,0,299461,4,21,0.6994146847447581,0.8640301360610649,0.9698741476923048
GO:0001714,endodermal cell fate specification,0.0015071476642759256,113,2.7002832304385973,0,0,352417,3,6,1.8359635474549898,0.2062513146044942,0.5135129609683073
GO:0031570,DNA integrity checkpoint signaling,0.009453415415425749,708,2.6973120692936305,0,0,367033,22,123,0.6567674478700777,0.9943646335902097,1
GO:0070432,regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,0.0012351531244005538,92,2.682586327325806,2.220446049250313e-16,2.9781487011006853e-15,301551,3,8,1.3769726605912425,0.3777555935744721,0.7094502820588227
GO:0001692,histamine metabolic process,9.615992313963812e-4,71,2.6591995087070877,8.72635297355373e-13,9.929174599638163e-12,618281,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:0043587,tongue morphogenesis,0.002373174631891164,173,2.6254459778860477,0,0,333056,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:0060916,mesenchymal cell proliferation involved in lung development,0.003404569949923465,247,2.6128914776582133,0,0,332524,4,6,2.447951396606653,0.05060607278757212,0.23471567289945247
GO:0007215,glutamate receptor signaling pathway,0.009818336213593752,711,2.608064823859362,0,0,450213,26,48,1.9889605097429057,7.144961930105609e-5,0.0019268512991580178
GO:0044848,biological phase,0.0029563587168327287,214,2.6070137692353215,0,0,362395,5,9,2.039959497172211,0.068395093448951,0.28596086577650104
GO:0044851,hair cycle phase,0.0029563587168327287,214,2.6070137692353215,0,0,362395,5,9,2.039959497172211,0.068395093448951,0.28596086577650104
GO:0048819,regulation of hair follicle maturation,0.0029563587168327287,214,2.6070137692353215,0,0,362395,5,9,2.039959497172211,0.068395093448951,0.28596086577650104
GO:0090311,regulation of protein deacetylation,0.003780067777430588,273,2.60105622928041,0,0,465007,11,23,1.7561390453917296,0.027830938341113276,0.1652843657907182
GO:0045838,positive regulation of membrane potential,0.001441170943913328,104,2.5989894850337136,0,0,468340,3,12,0.9179817737274949,0.6753391975823619,0.8935118840647555
GO:0006570,tyrosine metabolic process,0.0015108649383713086,109,2.5982894844141855,0,0,300283,5,15,1.2239756983033268,0.3890059939755556,0.7192944654242228
GO:0045747,positive regulation of Notch signaling pathway,0.007314112985348994,527,2.5949896560493717,0,0,454758,17,44,1.4186991048515833,0.0661973415492908,0.28437837543113703
GO:0046877,regulation of saliva secretion,0.0016815043219206133,121,2.591636352417401,0,0,399874,4,8,1.8359635474549898,0.14695130213797236,0.436321657938162
GO:0042748,"circadian sleep/wake cycle, non-REM sleep",0.0010723510636618306,77,2.5860708498583516,3.82804898890754e-13,4.442412747004799e-12,394868,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:0006048,UDP-N-acetylglucosamine biosynthetic process,9.623614264234631e-4,69,2.582245707819467,6.418421349962955e-12,6.938487445081208e-11,318807,3,10,1.101578128472994,0.5403074698095851,0.8104427893847456
GO:1902373,negative regulation of mRNA catabolic process,0.009625057539955637,689,2.5781166766063577,0,0,460112,18,70,0.9442098244054233,0.6566457413062687,0.8934645872860343
GO:0030813,positive regulation of nucleotide catabolic process,0.0037359429787159806,267,2.573935756386968,0,0,456611,12,21,2.098244054234274,0.0036890220665763973,0.04368032690705615
GO:0033123,positive regulation of purine nucleotide catabolic process,0.0037359429787159806,267,2.573935756386968,0,0,456611,12,21,2.098244054234274,0.0036890220665763973,0.04368032690705615
GO:0045821,positive regulation of glycolytic process,0.0037359429787159806,267,2.573935756386968,0,0,456611,12,21,2.098244054234274,0.0036890220665763973,0.04368032690705615
GO:0090128,regulation of synapse maturation,0.004615770571151851,329,2.567073861995106,0,0,614149,10,22,1.6690577704136274,0.0510749728967006,0.23471567289945247
GO:0021869,forebrain ventricular zone progenitor cell division,0.001504810732367203,107,2.560876167283032,0,0,459396,4,5,2.937541675927984,0.021494623947864833,0.1379223203022182
GO:1900006,positive regulation of dendrite development,0.003995679464623696,284,2.5598491834411354,0,0,384890,7,14,1.83596354745499,0.0586911015069832,0.25843182290524036
GO:0045665,negative regulation of neuron differentiation,0.016005421480640925,1137,2.5584682402298604,0,0,492073,32,66,1.7803282884412024,1.8388598631013942e-4,0.004197253024874206
GO:0021801,cerebral cortex radial glia-guided migration,0.006197381193266214,440,2.557002468410054,0,0,533067,10,23,1.5964900412652088,0.0689549994779215,0.2866379517518865
GO:0022030,telencephalon glial cell migration,0.006197381193266214,440,2.557002468410054,0,0,533067,10,23,1.5964900412652088,0.0689549994779215,0.2866379517518865
GO:0001188,RNA polymerase I preinitiation complex assembly,6.198603502355516e-4,44,2.5564982504265497,4.7498766919673585e-8,4.2000659943674026e-7,534863,3,8,1.3769726605912425,0.3777555935744721,0.7094502820588227
GO:0097091,synaptic vesicle clustering,0.003776708525219486,268,2.5556890140611634,0,0,372354,8,13,2.259647443021526,0.009844426464288292,0.08363347953629673
GO:2000288,positive regulation of myoblast proliferation,0.0023409442711679906,165,2.538513924279559,0,0,334272,5,11,1.6690577704136274,0.15358559766977242,0.43985945306777063
GO:1990403,embryonic brain development,0.002487815756579209,175,2.533416036296638,0,0,339976,4,16,0.9179817737274949,0.6716902263999734,0.8935118840647555
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",6.857531592190211e-4,48,2.5209260206011894,1.8426794534676105e-8,1.6643414658376105e-7,696934,1,10,0.367192709490998,0.9584220965518372,0.9988891002159018
GO:0034316,negative regulation of Arp2/3 complex-mediated actin nucleation,4.8605806212356295e-4,34,2.5192858457882603,1.9927751834236673e-6,1.5963266744169717e-5,547136,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:0042711,maternal behavior,0.002472756461071653,172,2.5051502722433594,0,0,332725,7,12,2.1419574720308217,0.022892039884370496,0.1435097184474142
GO:0060746,parental behavior,0.002472756461071653,172,2.5051502722433594,0,0,332725,7,12,2.1419574720308217,0.022892039884370496,0.1435097184474142
GO:1902749,regulation of cell cycle G2/M phase transition,0.010731471029451609,744,2.4968954544652147,0,0,436670,24,102,0.8639828458611718,0.8297746165746129,0.9624472891585893
GO:0048710,regulation of astrocyte differentiation,0.0061317750814947666,425,2.496257567883298,0,0,565844,11,28,1.4425427872860637,0.11313148051865707,0.38746033276101915
GO:0099560,synaptic membrane adhesion,0.008871530558337688,613,2.4885627858465478,0,0,400467,15,30,1.83596354745499,0.0065831934403028924,0.0655551115513999
GO:0014003,oligodendrocyte development,0.005676810380907189,392,2.4869574776635246,0,0,351625,14,41,1.253828764115603,0.20365297536280602,0.5135129609683073
GO:0006414,translational elongation,0.004086135931323985,282,2.4855527188908964,0,0,466682,11,54,0.747985148963144,0.9043871138732993,0.9807026278405532
GO:0045047,protein targeting to ER,0.004068345320425803,280,2.4787167604187808,0,0,493849,9,30,1.101578128472994,0.43409929611897,0.7435814796540585
GO:0010918,positive regulation of mitochondrial membrane potential,4.6684655187214264e-4,32,2.4686669539875656,5.825414767124393e-6,4.513802975998839e-5,485120,1,7,0.5245610135585685,0.8920289819224377,0.9762847523119922
GO:0045348,positive regulation of MHC class II biosynthetic process,0.0013572931293366966,93,2.4677205547943832,2.2426505097428162e-14,2.7588970069530945e-13,286806,4,14,1.049122027117137,0.5558413806242845,0.819966124658522
GO:0032781,positive regulation of ATP-dependent activity,0.0035774749407092334,245,2.4664718586533567,0,0,290157,10,34,1.0799785573264649,0.45151919065394963,0.7603583170612511
GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,0.00242997983851504,166,2.4603228405592743,0,0,341687,4,9,1.6319675977377688,0.2097962690891897,0.5135129609683073
GO:0048664,neuron fate determination,0.0028252793529734525,193,2.4602689975764664,0,0,345970,6,10,2.203156256945988,0.029899648926942968,0.17165116633967714
GO:0018200,peptidyl-glutamic acid modification,0.002625117149200847,179,2.455788846197015,0,0,372859,6,19,1.1595559247084146,0.41842927427168564,0.7255607723213372
GO:1990384,hyaloid vascular plexus regression,6.750404731503103e-4,46,2.4542268319168508,7.615319630449591e-8,6.648489880132144e-7,274945,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:0003406,retinal pigment epithelium development,0.0010308079383784033,70,2.4457213020629838,4.656375285350123e-11,4.833700261970306e-10,537061,3,8,1.3769726605912425,0.3777555935744721,0.7094502820588227
GO:0003266,regulation of secondary heart field cardioblast proliferation,0.0028016415174730155,190,2.4424614453748896,0,0,344429,5,10,1.83596354745499,0.10689053797095882,0.37345158909355736
GO:1904862,inhibitory synapse assembly,0.003306733477428844,224,2.439694835218906,0,0,338056,14,24,2.1419574720308217,0.0013123541162777252,0.020590102470295243
GO:1903575,cornified envelope assembly,7.389180105117155e-4,50,2.4370275160663613,2.6627032356785207e-8,2.3851022600439516e-7,550247,1,5,0.734385418981996,0.7960356057530156,0.9481702949501966
GO:0061046,regulation of branching involved in lung morphogenesis,0.002350433249624414,159,2.4363287093515087,0,0,346533,3,5,2.203156256945988,0.12842869369603316,0.4023284997224222
GO:0031640,killing of cells of another organism,0.00732556828712299,495,2.4336076310017907,0,0,424188,24,100,0.8812625027783952,0.7984826660907878,0.9481702949501966
GO:0141061,disruption of cell in another organism,0.00732556828712299,495,2.4336076310017907,0,0,424188,24,100,0.8812625027783952,0.7984826660907878,0.9481702949501966
GO:0010726,positive regulation of hydrogen peroxide metabolic process,5.032654889368029e-4,34,2.433147559404637,4.121629319842057e-6,3.216653654558508e-5,480661,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:0015959,diadenosine polyphosphate metabolic process,7.113307461003071e-4,48,2.4302801365778817,5.379241296843418e-8,4.7344820612635794e-7,605560,2,6,1.2239756983033265,0.5182167108946497,0.797179954225625
GO:0048532,anatomical structure arrangement,0.004801744759236849,324,2.430147419091743,0,0,634606,7,15,1.7135659776246575,0.08490083723999031,0.3285896550585529
GO:1902369,negative regulation of RNA catabolic process,0.010243625654952614,691,2.429467137543487,0,0,459218,19,79,0.8831217063707547,0.7750018163407001,0.9481702949501966
GO:0043476,pigment accumulation,9.505313204893608e-4,64,2.424935676178385,4.1835823694214014e-10,4.106630465735153e-9,483926,2,11,0.6676231081654509,0.8451216800689271,0.9624472891585893
GO:0043482,cellular pigment accumulation,9.505313204893608e-4,64,2.424935676178385,4.1835823694214014e-10,4.106630465735153e-9,483926,2,11,0.6676231081654509,0.8451216800689271,0.9624472891585893
GO:0060572,morphogenesis of an epithelial bud,0.005370852710329644,361,2.420753899349057,0,0,364652,8,14,2.098244054234274,0.017537409575282825,0.12362650210371466
GO:0014850,response to muscle activity,0.0046134266466282,310,2.4200523173617867,0,0,494090,11,29,1.3927999325520612,0.13936086226761935,0.4286025220227352
GO:0002023,reduction of food intake in response to dietary excess,8.041507166460425e-4,54,2.418482711480102,9.833297287542564e-9,9.08740571280458e-8,329950,3,6,1.8359635474549898,0.2062513146044942,0.5135129609683073
GO:0002666,positive regulation of T cell tolerance induction,0.0015347055597046391,103,2.41712349019319,3.4416913763379853e-15,4.4055975084272385e-14,438406,3,5,2.203156256945988,0.12842869369603316,0.4023284997224222
GO:1904262,negative regulation of TORC1 signaling,0.004010141590816456,269,2.4159016678802065,0,0,448037,13,47,1.01563940923042,0.5292232863390429,0.8082500811198702
GO:1901329,regulation of odontoblast differentiation,0.0029964417841193236,201,2.4158885394593277,0,0,339864,5,11,1.6690577704136274,0.15358559766977242,0.43985945306777063
GO:0000959,mitochondrial RNA metabolic process,0.0036754526640253873,245,2.4007223253510963,0,0,448898,8,47,0.6250088672187201,0.964543546863771,1
GO:0099151,regulation of postsynaptic density assembly,0.002930687428911416,195,2.3963585039061925,0,0,439451,8,16,1.8359635474549898,0.04402263296934317,0.21733127859392998
GO:0006651,diacylglycerol biosynthetic process,7.230391805346734e-4,48,2.3909257331066573,8.603161683051752e-8,7.493650486685768e-7,515826,3,8,1.3769726605912425,0.3777555935744721,0.7094502820588227
GO:0098700,neurotransmitter loading into synaptic vesicle,7.087644564219671e-4,47,2.3882655189219166,1.1987363757182123e-7,1.032275483544615e-6,282540,2,8,0.9179817737274949,0.6861105375261034,0.8935118840647555
GO:0048023,positive regulation of melanin biosynthetic process,0.001177644460714985,78,2.385432268173359,1.2355449996448442e-11,1.3168720122796947e-10,537406,3,9,1.2239756983033268,0.4617352558171126,0.7618179335036097
GO:1900378,positive regulation of secondary metabolite biosynthetic process,0.001177644460714985,78,2.385432268173359,1.2355449996448442e-11,1.3168720122796947e-10,537406,3,9,1.2239756983033268,0.4617352558171126,0.7618179335036097
GO:0006361,transcription initiation at RNA polymerase I promoter,6.646130857706357e-4,44,2.3843525425752166,3.08069881937989e-7,2.5824707581040714e-6,534863,3,10,1.101578128472994,0.5403074698095851,0.8104427893847456
GO:0051799,negative regulation of hair follicle development,4.086484163547367e-4,27,2.3795817233077665,5.422059497228737e-5,3.9206456937022297e-4,306175,1,5,0.734385418981996,0.7960356057530156,0.9481702949501966
GO:0060272,embryonic skeletal joint morphogenesis,0.003118204187849389,206,2.3793007997020523,0,0,371770,5,12,1.5299696228791582,0.2069889583050426,0.5135129609683073
GO:0141060,disruption of anatomical structure in another organism,0.007515767413147097,495,2.3720210997724647,0,0,424188,24,102,0.8639828458611718,0.8297746165746129,0.9624472891585893
GO:0007064,mitotic sister chromatid cohesion,0.002940735816562028,193,2.3636761801132264,0,0,518096,8,23,1.2771920330121669,0.27353204236933415,0.6108036713280778
GO:0060526,prostate glandular acinus morphogenesis,0.0015344384418144142,100,2.3471303568290818,4.8183679268731794e-14,5.842174743975192e-13,355640,3,6,1.8359635474549898,0.2062513146044942,0.5135129609683073
